timestep,hour_of_day,day,p_load_mw,p_solar_mw,p_battery_mw,p_grid_mw,soc,v_min,v_max,v_mean,line_loading_max,v_severity,n_buses_below_090,renewable_pct,converged,blackout,severity,p_load_lag_1h,p_load_lag_3h,p_solar_lag_1h,soc_lag_1h,load_rolling_avg_6h,solar_rolling_avg_6h,v_min_rolling_min_6h,soc_rate_of_change,load_rate_of_change,load_solar_diff,grid_stress_index,solar_load_ratio,soc_deficit,v_violation_margin,net_power_balance,is_night,blackout_prob_ml,blackout_pred_ml,in_test_window,prediction_correct
365,5,15,1.789931,0.0,0.0,1.789931,0.1,0.959838,1.0,0.976122,0.0001,0.0,0,0.0,1,0,0,1.598588,1.604344,0.0,0.1,1.7175841666666667,0.0,0.953831,0.0,0.19134300000000004,1.789931,0.7939372812920592,0.0,0.9,0.03983799999999993,-1.789931,1,0.0,0,0,1
366,6,15,2.251762,0.0,0.0,2.251762,0.1,0.948992,1.0,0.969691,0.0001,0.0,0,0.0,1,0,0,1.789931,1.587351,0.0,0.1,1.7517319999999998,0.0,0.948992,0.0,0.4618309999999999,2.251762,0.8353756841633019,0.0,0.9,0.028991999999999907,-2.251762,0,0.0,0,0,1
367,7,15,2.697135,0.0,0.0,2.697135,0.1,0.938323,1.0,0.963371,0.0002,0.0,0,0.0,1,0,0,2.251762,1.598588,0.0,0.1,1.9215184999999997,0.0,0.938323,0.0,0.445373,2.697135,0.8753373710183938,0.0,0.9,0.018322999999999978,-2.697135,0,8e-06,0,0,1
368,8,15,2.90541,0.0,0.0,2.90541,0.1,0.933259,1.0,0.960374,0.0002,0.0,0,0.0,1,0,0,2.697135,1.789931,0.0,0.1,2.1383628333333333,0.0,0.933259,0.0,0.208275,2.90541,0.8940251233737101,0.0,0.9,0.01325899999999991,-2.90541,0,0.000458,0,0,1
369,9,15,3.314568,0.0,0.0,3.314568,0.1,0.923165,1.0,0.954406,0.0002,0.0,0,0.0,1,0,0,2.90541,2.251762,0.0,0.1,2.426232333333333,0.0,0.923165,0.0,0.40915800000000013,3.314568,0.9307373710183939,0.0,0.9,0.0031649999999999734,-3.314568,0,0.00303,0,0,1
370,10,15,3.454535,0.094164,0.0,3.360371,0.1,0.924435,1.0,0.954475,0.0002,0.0,0,2.73,1,0,0,3.314568,2.697135,0.0,0.1,2.7355568333333333,0.015694,0.923165,0.0,0.13996699999999995,3.3603709999999998,0.9276020969044415,0.027258074601046275,0.9,0.004434999999999967,-3.3603709999999998,0,0.320092,0,0,1
371,11,15,3.468891,0.266848,0.0,3.202043,0.1,0.926824,1.0,0.958062,0.0002,0.0,0,7.69,1,0,0,3.454535,2.90541,0.094164,0.1,3.0153835,0.06016866666666667,0.923165,0.0,0.014356000000000257,3.202043,0.9001095414984298,0.07692600403817702,0.9,0.006823999999999941,-3.202043,0,0.528621,1,0,0
372,12,15,3.420976,0.693043,0.0,2.727933,0.1,0.934233,1.0,0.96751,0.0002,0.0,0,20.26,1,0,0,3.468891,3.314568,0.266848,0.1,3.2102524999999997,0.17567583333333334,0.923165,0.0,-0.04791500000000015,2.727933,0.8247778041722746,0.2025862787151156,0.9,0.01423299999999994,-2.727933,0,0.21862,0,0,1
373,13,15,3.358459,1.066352,0.0,2.292108,0.1,0.94071,1.0,0.975437,0.0001,0.0,0,31.75,1,0,0,3.420976,3.454535,0.693043,0.1,3.3204731666666665,0.3534011666666667,0.923165,0.0,-0.06251700000000016,2.2921069999999997,0.7569502162404665,0.3175121930884989,0.9,0.020710000000000006,-2.2921069999999997,0,0.003946,0,0,1
374,14,15,3.345141,1.517663,0.0,1.827478,0.1,0.946603,1.025324,0.983507,0.0001,0.0,0,45.37,1,0,0,3.358459,3.468891,1.066352,0.1,3.393761666666667,0.606345,0.923165,0.0,-0.013317999999999941,1.827478,0.6805367409152087,0.4536916519537885,0.9,0.026602999999999932,-1.827478,0,3.8e-05,0,0,1
375,15,15,3.337504,1.501149,0.0,1.836355,0.1,0.94658,1.024506,0.983332,0.0001,0.0,0,44.98,1,0,0,3.345141,3.420976,1.517663,0.1,3.397584333333333,0.8565364999999999,0.924435,0.0,-0.007636999999999894,1.836355,0.6826038342305966,0.44978179807970325,0.9,0.026579999999999937,-1.836355,0,0.0,0,0,1
376,16,15,3.414328,1.473307,0.0,1.941022,0.1,0.944501,1.021202,0.981824,0.0001,0.0,0,43.15,1,0,0,3.337504,3.358459,1.501149,0.1,3.3908831666666663,1.0863936666666667,0.926824,0.0,0.07682399999999978,1.9410209999999999,0.694137303499327,0.43150703988982897,0.9,0.024500999999999995,-1.9410209999999999,0,0.0,0,0,1
377,17,15,3.436263,1.033412,0.0,2.402852,0.1,0.938489,1.0,0.97376,0.0002,0.0,0,30.07,1,0,0,3.414328,3.345141,1.473307,0.1,3.3854451666666665,1.2141543333333333,0.934233,0.0,0.021935000000000038,2.402851,0.7694212839838492,0.3007370795724659,0.9,0.018488999999999978,-2.402851,0,1e-06,0,0,1
378,18,15,3.560437,0.93329,0.0,2.627147,0.1,0.934281,1.0,0.97017,0.0002,0.0,0,26.21,1,0,0,3.436263,3.337504,1.033412,0.1,3.4086886666666665,1.2541955,0.934281,0.0,0.124174,2.627147,0.7972499618663078,0.26212786179677894,0.9,0.014280999999999988,-2.627147,0,8.5e-05,0,0,1
379,19,15,3.483585,0.416719,0.0,3.066866,0.1,0.928758,1.0,0.961028,0.0002,0.0,0,11.96,1,0,0,3.560437,3.414328,0.93329,0.1,3.4295430000000002,1.1459233333333334,0.928758,0.0,-0.0768519999999997,3.066866,0.8764494802602063,0.11962357180216018,0.9,0.008757999999999933,-3.066866,0,0.001674,0,0,1
380,20,15,3.400017,0.34609,0.0,3.053927,0.1,0.92967,1.0,0.960749,0.0002,0.0,0,10.18,1,0,0,3.483585,3.436263,0.416719,0.1,3.4386889999999997,0.9506611666666666,0.928758,0.0,-0.08356800000000009,3.053927,0.8807227299237326,0.10179063757897752,0.9,0.009669999999999956,-3.053927,0,0.104995,0,0,1
381,21,15,3.296869,0.244162,0.0,3.052707,0.1,0.93055,1.0,0.960065,0.0002,0.0,0,7.41,1,0,0,3.400017,3.560437,0.34609,0.1,3.4319165,0.7411633333333333,0.928758,0.0,-0.10314800000000002,3.052707,0.8884556379542395,0.07405872843029904,0.9,0.010549999999999948,-3.052707,1,0.129503,0,0,1
382,22,15,2.989029,0.037258,0.0,2.951771,0.1,0.934081,1.0,0.959995,0.0002,0.0,0,1.25,1,0,0,3.296869,3.483585,0.244162,0.1,3.3610333333333338,0.5018218333333333,0.928758,0.0,-0.3078400000000001,2.951771,0.8953182830865859,0.012464913366543661,0.9,0.01408100000000001,-2.951771,1,0.015298,0,0,1
383,23,15,2.283055,0.0,0.0,2.283055,0.1,0.948249,1.0,0.969251,0.0001,0.0,0,0.0,1,0,0,2.989029,3.400017,0.037258,0.1,3.168832,0.3295865,0.928758,0.0,-0.7059739999999999,2.283055,0.8381834903544191,0.0,0.9,0.02824899999999997,-2.283055,1,0.002546,0,0,1
384,0,16,1.875504,0.0,0.0,1.875504,0.1,0.957845,1.0,0.97494,0.0001,0.0,0,0.0,1,0,0,2.283055,3.296869,0.0,0.1,2.8880098333333333,0.1740381666666667,0.928758,0.0,-0.407551,1.875504,0.8016154329295647,0.0,0.9,0.037844999999999906,-1.875504,1,2e-06,0,0,1
385,1,16,1.683878,0.0,0.0,1.683878,0.1,0.962299,1.0,0.977582,0.0001,0.0,0,0.0,1,0,0,1.875504,2.989029,0.0,0.1,2.5880586666666665,0.10458499999999998,0.92967,0.0,-0.19162600000000007,1.683878,0.784421534320323,0.0,0.9,0.042298999999999976,-1.683878,1,7e-06,0,0,1
386,2,16,1.62911,0.0,0.0,1.62911,0.1,0.963565,1.0,0.978334,0.0001,0.0,0,0.0,1,0,0,1.683878,2.283055,0.0,0.1,2.2929075,0.04690333333333333,0.93055,0.0,-0.05476799999999993,1.62911,0.7795074024226111,0.0,0.9,0.043564999999999965,-1.62911,1,0.0,0,0,1
387,3,16,1.631447,0.0,0.0,1.631447,0.1,0.963511,1.0,0.978302,0.0001,0.0,0,0.0,1,0,0,1.62911,1.875504,0.0,0.1,2.015337166666667,0.006209666666666666,0.934081,0.0,0.0023370000000000335,1.631447,0.7797170928667564,0.0,0.9,0.043510999999999966,-1.631447,1,0.0,0,0,1
388,4,16,1.641674,0.0,0.0,1.641674,0.1,0.963275,1.0,0.978162,0.0001,0.0,0,0.0,1,0,0,1.631447,1.683878,0.0,0.1,1.7907780000000002,0.0,0.948249,0.0,0.010226999999999986,1.641674,0.7806347240915209,0.0,0.9,0.04327499999999995,-1.641674,1,0.0,0,0,1
389,5,16,1.787124,0.0,0.0,1.787124,0.1,0.959903,1.0,0.976161,0.0001,0.0,0,0.0,1,0,0,1.641674,1.62911,0.0,0.1,1.7081228333333331,0.0,0.957845,0.0,0.14544999999999986,1.787124,0.7936854194706147,0.0,0.9,0.03990299999999991,-1.787124,1,0.0,0,0,1
390,6,16,2.342999,0.0,0.0,2.342999,0.1,0.946824,1.0,0.968406,0.0001,0.0,0,0.0,1,0,0,1.787124,1.631447,0.0,0.1,1.7860386666666666,0.0,0.946824,0.0,0.5558749999999999,2.342999,0.8435620457604306,0.0,0.9,0.02682399999999996,-2.342999,0,0.0,0,0,1
391,7,16,2.671101,0.0,0.0,2.671101,0.1,0.938952,1.0,0.963744,0.0001,0.0,0,0.0,1,0,0,2.342999,1.641674,0.0,0.1,1.9505758333333334,0.0,0.938952,0.0,0.32810200000000034,2.671101,0.8730014356213549,0.0,0.9,0.01895199999999997,-2.671101,0,2.6e-05,0,0,1
392,8,16,2.944544,0.0,0.0,2.944544,0.1,0.932302,1.0,0.959808,0.0002,0.0,0,0.0,1,0,0,2.671101,1.787124,0.0,0.1,2.1698148333333336,0.0,0.932302,0.0,0.2734429999999999,2.944544,0.8975364737550472,0.0,0.9,0.012301999999999924,-2.944544,0,0.000335,0,0,1
393,9,16,3.265874,0.0,0.0,3.265874,0.1,0.924376,1.0,0.955122,0.0002,0.0,0,0.0,1,0,0,2.944544,2.342999,0.0,0.1,2.4422193333333335,0.0,0.924376,0.0,0.3213300000000001,3.265874,0.9263682368775236,0.0,0.9,0.0043759999999999355,-3.265874,0,0.005035,0,0,1
394,10,16,3.312297,0.119013,0.0,3.193285,0.1,0.928227,1.0,0.957112,0.0002,0.0,0,3.59,1,0,0,3.265874,2.671101,0.0,0.1,2.7206565,0.0198355,0.924376,0.0,0.04642299999999988,3.1932840000000002,0.9106981025123374,0.03593064392153121,0.9,0.008226999999999984,-3.1932840000000002,0,0.239476,0,0,1
395,11,16,3.348625,0.566762,0.0,2.781863,0.1,0.934131,1.0,0.966025,0.0002,0.0,0,16.93,1,0,0,3.312297,2.944544,0.119013,0.1,2.9809066666666673,0.11429583333333333,0.924376,0.0,0.03632800000000014,2.7818630000000004,0.8393328474652311,0.16925210519180103,0.9,0.014131000000000005,-2.7818630000000004,0,0.162394,0,0,1
396,12,16,3.382058,0.962466,0.0,2.419592,0.1,0.938807,1.0,0.973199,0.0002,0.0,0,28.46,1,0,0,3.348625,3.265874,0.566762,0.1,3.1540831666666667,0.27470683333333334,0.924376,0.0,0.0334329999999996,2.4195919999999997,0.776382001345895,0.28457989644769655,0.9,0.018806999999999907,-2.4195919999999997,0,0.004635,0,0,1
397,13,16,3.421691,1.043102,0.0,2.378589,0.1,0.938952,1.0,0.974139,0.0002,0.0,0,30.48,1,0,0,3.382058,3.312297,0.962466,0.1,3.2791815,0.4485571666666666,0.924376,0.0,0.03963300000000025,2.378589,0.7664987918349037,0.304849764385573,0.9,0.01895199999999997,-2.378589,0,0.000119,0,0,1
398,14,16,3.430416,1.568393,0.0,1.862023,0.1,0.945266,1.026506,0.983207,0.0001,0.0,0,45.72,1,0,0,3.421691,3.348625,1.043102,0.1,3.3601601666666667,0.709956,0.924376,0.0,0.008725000000000094,1.8620230000000002,0.6797331541049799,0.4572018503872852,0.9,0.02526600000000001,-1.8620230000000002,0,5.8e-05,0,0,1
399,15,16,3.425767,1.523723,0.0,1.902043,0.1,0.944843,1.023962,0.982521,0.0001,0.0,0,44.48,1,0,0,3.430416,3.382058,1.568393,0.1,3.386809,0.9639098333333332,0.928227,0.0,-0.004649000000000125,1.902044,0.6867610163750562,0.44478289247841646,0.9,0.02484299999999995,-1.902044,0,0.0,0,0,1
400,16,16,3.459824,0.933088,0.0,2.526737,0.1,0.936617,1.0,0.971571,0.0002,0.0,0,26.97,1,0,0,3.425767,3.421691,1.523723,0.1,3.411396833333333,1.0995890000000001,0.934131,0.0,0.03405699999999978,2.5267359999999996,0.7882559928218932,0.2696922532208999,0.9,0.016616999999999993,-2.5267359999999996,0,0.0,0,0,1
401,17,16,3.51594,1.278383,0.0,2.237557,0.1,0.939787,1.007144,0.97707,0.0002,0.0,0,36.36,1,0,0,3.459824,3.430416,0.933088,0.1,3.4392826666666667,1.2181925,0.936617,0.0,0.05611600000000028,2.237557,0.7357419091520861,0.3635962605743384,0.9,0.019787,-2.237557,0,0.000326,0,0,1
402,18,16,3.615483,0.559656,0.0,3.055827,0.1,0.927752,1.0,0.96208,0.0002,0.0,0,15.48,1,0,0,3.51594,3.425767,1.278383,0.1,3.4781868333333334,1.1510575,0.927752,0.0,0.09954299999999972,3.055827,0.8644613710183938,0.15479421289099884,0.9,0.007751999999999981,-3.055827,0,4.6e-05,0,0,1
403,19,16,3.624577,0.319374,0.0,3.305204,0.1,0.923924,1.0,0.956927,0.0002,0.0,0,8.81,1,0,0,3.615483,3.459824,0.559656,0.1,3.5120011666666664,1.0304361666666668,0.923924,0.0,0.009094000000000158,3.305203,0.9053243423059668,0.08811343003240653,0.9,0.0039239999999999275,-3.305203,0,0.08244,0,0,1
404,20,16,3.522142,0.275423,0.0,3.246719,0.1,0.925689,1.0,0.957473,0.0002,0.0,0,7.82,1,0,0,3.624577,3.51594,0.319374,0.1,3.5272888333333334,0.8149411666666667,0.923924,0.0,-0.10243499999999983,3.246719,0.9034583918797666,0.07819756324487676,0.9,0.005688999999999944,-3.246719,0,0.707607,1,0,0
405,21,16,3.406719,0.144071,0.0,3.262648,0.1,0.926378,1.0,0.956288,0.0002,0.0,0,4.23,1,0,0,3.522142,3.615483,0.275423,0.1,3.5241141666666667,0.5849991666666667,0.923924,0.0,-0.11542300000000028,3.262648,0.9149939091520861,0.04229023811760286,0.9,0.006377999999999995,-3.262648,1,0.507352,1,0,0
406,22,16,3.146715,0.032709,0.0,3.114006,0.1,0.929867,1.0,0.957604,0.0002,0.0,0,1.04,1,0,0,3.406719,3.624577,0.144071,0.1,3.4719293333333336,0.43493600000000004,0.923924,0.0,-0.2600039999999999,3.114006,0.9102250365634813,0.010394646355120704,0.9,0.00986699999999996,-3.114006,1,0.104332,0,0,1
407,23,16,2.699949,0.0,0.0,2.699949,0.1,0.938255,1.0,0.963331,0.0002,0.0,0,0.0,1,0,0,3.146715,3.522142,0.032709,0.1,3.3359308333333337,0.22187216666666668,0.923924,0.0,-0.4467659999999998,2.699949,0.8755898609241813,0.0,0.9,0.01825499999999991,-2.699949,1,0.018225,0,0,1
408,0,17,2.170956,0.0,0.0,2.170956,0.1,0.950906,1.0,0.970825,0.0001,0.0,0,0.0,1,0,0,2.699949,3.406719,0.0,0.1,3.0951763333333333,0.12859616666666665,0.923924,0.0,-0.5289930000000003,2.170956,0.8281252579632121,0.0,0.9,0.03090599999999999,-2.170956,1,0.000135,0,0,1
409,1,17,1.85771,0.0,0.0,1.85771,0.1,0.95826,1.0,0.975186,0.0001,0.0,0,0.0,1,0,0,2.170956,3.146715,0.0,0.1,2.8006984999999998,0.07536716666666667,0.925689,0.0,-0.3132459999999999,1.85771,0.8000188425302827,0.0,0.9,0.03825999999999996,-1.85771,1,0.000126,0,0,1
410,2,17,1.747654,0.0,0.0,1.747654,0.1,0.96082,1.0,0.976705,0.0001,0.0,0,0.0,1,0,0,1.85771,2.699949,0.0,0.1,2.5049505,0.02946333333333333,0.926378,0.0,-0.11005599999999993,1.747654,0.7901439210408254,0.0,0.9,0.04081999999999997,-1.747654,1,3e-06,0,0,1
411,3,17,1.683815,0.0,0.0,1.683815,0.1,0.9623,1.0,0.977583,0.0001,0.0,0,0.0,1,0,0,1.747654,2.170956,0.0,0.1,2.2177998333333333,0.005451500000000001,0.929867,0.0,-0.06383899999999998,1.683815,0.7844158815612382,0.0,0.9,0.042300000000000004,-1.683815,1,0.0,0,0,1
412,4,17,1.691655,0.0,0.0,1.691655,0.1,0.962119,1.0,0.977475,0.0001,0.0,0,0.0,1,0,0,1.683815,1.85771,0.0,0.1,1.9752898333333333,0.0,0.938255,0.0,0.007839999999999847,1.691655,0.7851193360251233,0.0,0.9,0.042118999999999907,-1.691655,1,0.0,0,0,1
413,5,17,1.841432,0.0,0.0,1.841432,0.1,0.958639,1.0,0.975411,0.0001,0.0,0,0.0,1,0,0,1.691655,1.747654,0.0,0.1,1.8322036666666666,0.0,0.950906,0.0,0.14977700000000005,1.841432,0.7985582772543741,0.0,0.9,0.03863899999999998,-1.841432,1,0.0,0,0,1
414,6,17,2.345509,0.0,0.0,2.345509,0.1,0.946764,1.0,0.96837,0.0001,0.0,0,0.0,1,0,0,1.841432,1.683815,0.0,0.1,1.8612958333333334,0.0,0.946764,0.0,0.5040769999999999,2.345509,0.8437872588604756,0.0,0.9,0.02676400000000001,-2.345509,0,0.0,0,0,1
415,7,17,2.713091,0.0,0.0,2.713091,0.1,0.937936,1.0,0.963143,0.0002,0.0,0,0.0,1,0,0,2.345509,1.691655,0.0,0.1,2.003859333333333,0.0,0.937936,0.0,0.3675820000000001,2.713091,0.8767690444145356,0.0,0.9,0.017935999999999952,-2.713091,0,3e-05,0,0,1
416,8,17,2.969434,0.0,0.0,2.969434,0.1,0.931692,1.0,0.959448,0.0002,0.0,0,0.0,1,0,0,2.713091,1.841432,0.0,0.1,2.2074893333333336,0.0,0.931692,0.0,0.2563430000000002,2.969434,0.8997697622252131,0.0,0.9,0.011691999999999925,-2.969434,0,0.000621,0,0,1
417,9,17,3.335357,0.0,0.0,3.335357,0.1,0.922647,1.0,0.9541,0.0002,0.0,0,0.0,1,0,0,2.969434,2.345509,0.0,0.1,2.4827463333333335,0.0,0.922647,0.0,0.365923,3.335357,0.9326026917900404,0.0,0.9,0.002646999999999955,-3.335357,0,0.007123,0,0,1
418,10,17,3.330707,0.069041,0.0,3.261666,0.1,0.926989,1.0,0.95573,0.0002,0.0,0,2.07,1,0,0,3.335357,2.713091,0.0,0.1,2.755921666666667,0.011506833333333334,0.922647,0.0,-0.004650000000000265,3.261666,0.9206786310004486,0.02072862586573185,0.9,0.006988999999999912,-3.261666,0,0.404493,0,0,1
419,11,17,3.353811,0.310699,0.0,3.043113,0.1,0.930224,1.0,0.960665,0.0002,0.0,0,9.26,1,0,0,3.330707,2.969434,0.069041,0.1,3.0079848333333334,0.06329,0.922647,0.0,0.023104000000000013,3.043112,0.8824753349035442,0.09264055349554477,0.9,0.01022400000000001,-3.043112,0,0.283337,0,0,1
420,12,17,3.355627,1.105533,0.0,2.250094,0.1,0.94128,1.0,0.976186,0.0001,0.0,0,32.95,1,0,0,3.353811,3.335357,0.310699,0.1,3.176337833333333,0.2475455,0.922647,0.0,0.0018160000000002618,2.250094,0.7501659445939883,0.32945636405465684,0.9,0.021279999999999966,-2.250094,0,0.069434,0,0,1
421,13,17,3.379461,1.376081,0.0,2.003379,0.1,0.94412,1.016096,0.980635,0.0001,0.0,0,40.72,1,0,0,3.355627,3.330707,1.105533,0.1,3.2873995,0.4768923333333334,0.922647,0.0,0.02383399999999991,2.00338,0.7072131487213996,0.40718936919545184,0.9,0.02411999999999992,-2.00338,0,3.4e-05,0,0,1
422,14,17,3.380226,1.288391,0.0,2.091835,0.1,0.943024,1.010722,0.979102,0.0001,0.0,0,38.12,1,0,0,3.379461,3.353811,1.376081,0.1,3.3558648333333334,0.6916241666666667,0.922647,0.0,0.0007649999999999046,2.0918349999999997,0.7218967893674293,0.3811551709397032,0.9,0.023023999999999933,-2.0918349999999997,0,1e-06,0,0,1
423,15,17,3.39686,1.132835,0.0,2.264025,0.1,0.940683,1.000663,0.976112,0.0001,0.0,0,33.35,1,0,0,3.380226,3.355627,1.288391,0.1,3.366115333333333,0.88043,0.926989,0.0,0.01663400000000026,2.264025,0.7493152972184837,0.33349465874523565,0.9,0.020683000000000007,-2.264025,0,2e-06,0,0,1
424,16,17,3.403715,1.484951,0.0,1.918764,0.1,0.944882,1.022126,0.982165,0.0001,0.0,0,43.63,1,0,0,3.39686,3.379461,1.132835,0.1,3.3782833333333335,1.116415,0.930224,0.0,0.0068549999999998334,1.9187640000000001,0.6912443712427098,0.43627347287494017,0.9,0.02488199999999996,-1.9187640000000001,0,2.1e-05,0,0,1
425,17,17,3.473521,1.857776,0.0,1.615745,0.1,0.947616,1.042311,0.987347,0.0001,0.0,0,53.48,1,0,0,3.403715,3.380226,1.484951,0.1,3.3982349999999997,1.3742611666666669,0.940683,0.0,0.06980599999999981,1.6157449999999998,0.635370307761328,0.5348392784038795,0.9,0.027615999999999974,-1.6157449999999998,0,1e-06,0,0,1
426,18,17,3.60822,1.254244,0.0,2.353976,0.1,0.937356,1.003621,0.975374,0.0002,0.0,0,34.76,1,0,0,3.473521,3.39686,1.857776,0.1,3.4403338333333338,1.3990463333333334,0.937356,0.0,0.13469900000000035,2.3539760000000003,0.7480450219829521,0.34760731119296734,0.9,0.017355999999999927,-2.3539760000000003,0,0.0,0,0,1
427,19,17,3.58629,0.967121,0.0,2.619169,0.1,0.934133,1.0,0.970444,0.0002,0.0,0,26.97,1,0,0,3.60822,3.403715,1.254244,0.1,3.4748053333333337,1.3308863333333332,0.934133,0.0,-0.021930000000000227,2.619169,0.7939311567967698,0.26967164683512856,0.9,0.014132999999999951,-2.619169,0,3.5e-05,0,0,1
428,20,17,3.478845,0.769462,0.0,2.709384,0.1,0.933948,1.0,0.968186,0.0002,0.0,0,22.12,1,0,0,3.58629,3.473521,0.967121,0.1,3.4912418333333335,1.2443981666666666,0.933948,0.0,-0.10744499999999979,2.7093830000000003,0.8172336774338268,0.22118311647023176,0.9,0.01394799999999996,-2.7093830000000003,0,0.000917,0,0,1
429,21,17,3.366568,0.230677,0.0,3.135891,0.1,0.928693,1.0,0.958766,0.0002,0.0,0,6.85,1,0,0,3.478845,3.60822,0.769462,0.1,3.486193166666667,1.0940385,0.928693,0.0,-0.11227700000000018,3.135891,0.8969569737550471,0.06851990854784203,0.9,0.00869299999999995,-3.135891,1,0.002969,0,0,1
430,22,17,3.084346,0.022288,0.0,3.062058,0.1,0.930595,1.0,0.958278,0.0002,0.0,0,0.72,1,0,0,3.366568,3.58629,0.230677,0.1,3.432965,0.8502613333333334,0.928693,0.0,-0.282222,3.062058,0.9063657281292059,0.0072261648900075115,0.9,0.01059499999999991,-3.062058,1,0.041114,0,0,1
431,23,17,2.559407,0.0,0.0,2.559407,0.1,0.941645,1.0,0.965338,0.0001,0.0,0,0.0,1,0,0,3.084346,3.478845,0.022288,0.1,3.280612666666667,0.540632,0.928693,0.0,-0.5249389999999998,2.559407,0.8629795423956931,0.0,0.9,0.021644999999999914,-2.559407,1,0.02243,0,0,1
432,0,18,1.997333,0.0,0.0,1.997333,0.1,0.954994,1.0,0.973249,0.0001,0.0,0,0.0,1,0,0,2.559407,3.366568,0.0,0.1,3.0121315000000006,0.3315913333333333,0.928693,0.0,-0.5620740000000002,1.997333,0.8125467025572005,0.0,0.9,0.03499399999999997,-1.997333,1,6.2e-05,0,0,1
433,1,18,1.723479,0.0,0.0,1.723479,0.1,0.961381,1.0,0.977038,0.0001,0.0,0,0.0,1,0,0,1.997333,3.084346,0.0,0.1,2.701663,0.1704045,0.928693,0.0,-0.27385400000000004,1.723479,0.7879747868999551,0.0,0.9,0.041381,-1.723479,1,3.3e-05,0,0,1
434,2,18,1.637662,0.0,0.0,1.637662,0.1,0.963368,1.0,0.978217,0.0001,0.0,0,0.0,1,0,0,1.723479,2.559407,0.0,0.1,2.3947991666666666,0.042160833333333335,0.928693,0.0,-0.08581700000000003,1.637662,0.7802747420367878,0.0,0.9,0.04336799999999996,-1.637662,1,1e-06,0,0,1
435,3,18,1.614031,0.0,0.0,1.614031,0.1,0.963913,1.0,0.978541,0.0001,0.0,0,0.0,1,0,0,1.637662,1.997333,0.0,0.1,2.1027096666666667,0.0037146666666666665,0.930595,0.0,-0.023630999999999958,1.614031,0.778154419021983,0.0,0.9,0.04391299999999998,-1.614031,1,0.0,0,0,1
436,4,18,1.598739,0.0,0.0,1.598739,0.1,0.964266,1.0,0.97875,0.0001,0.0,0,0.0,1,0,0,1.614031,1.723479,0.0,0.1,1.8551085,0.0,0.941645,0.0,-0.015292000000000083,1.598739,0.7767823239120681,0.0,0.9,0.044265999999999917,-1.598739,1,0.0,0,0,1
437,5,18,1.7695,0.0,0.0,1.7695,0.1,0.960313,1.0,0.976404,0.0001,0.0,0,0.0,1,0,0,1.598739,1.637662,0.0,0.1,1.7234573333333332,0.0,0.954994,0.0,0.17076100000000016,1.7695,0.792104082548228,0.0,0.9,0.04031299999999993,-1.7695,1,0.0,0,0,1
438,6,18,2.322909,0.0,0.0,2.322909,0.1,0.947302,1.0,0.968689,0.0001,0.0,0,0.0,1,0,0,1.7695,1.614031,0.0,0.1,1.7777200000000002,0.0,0.947302,0.0,0.553409,2.322909,0.841759443696725,0.0,0.9,0.027301999999999937,-2.322909,0,0.0,0,0,1
439,7,18,2.670552,0.0,0.0,2.670552,0.1,0.938965,1.0,0.963752,0.0001,0.0,0,0.0,1,0,0,2.322909,1.598739,0.0,0.1,1.9355655,0.0,0.938965,0.0,0.3476429999999997,2.670552,0.872952175863616,0.0,0.9,0.01896500000000001,-2.670552,0,2e-05,0,0,1
440,8,18,2.959199,0.0,0.0,2.959199,0.1,0.931943,1.0,0.959596,0.0002,0.0,0,0.0,1,0,0,2.670552,1.7695,0.0,0.1,2.1558216666666667,0.0,0.931943,0.0,0.2886470000000001,2.959199,0.8988514131897712,0.0,0.9,0.011942999999999926,-2.959199,0,0.000312,0,0,1
441,9,18,3.291195,0.0,0.0,3.291195,0.1,0.923747,1.0,0.95475,0.0002,0.0,0,0.0,1,0,0,2.959199,2.322909,0.0,0.1,2.435349,0.0,0.923747,0.0,0.3319960000000002,3.291195,0.9286401973979364,0.0,0.9,0.003746999999999945,-3.291195,0,0.005582,0,0,1
442,10,18,3.297626,0.074401,0.0,3.223226,0.1,0.927863,1.0,0.956334,0.0002,0.0,0,2.26,1,0,0,3.291195,2.670552,0.0,0.1,2.718496833333333,0.012400166666666665,0.923747,0.0,0.0064310000000000755,3.2232250000000002,0.9168170607895917,0.022561981691683136,0.9,0.007862999999999953,-3.2232250000000002,0,0.277394,0,0,1
443,11,18,3.347586,0.384747,0.0,2.962839,0.1,0.931488,1.0,0.962313,0.0002,0.0,0,11.49,1,0,0,3.297626,2.959199,0.074401,0.1,2.981511166666667,0.07652466666666667,0.923747,0.0,0.049960000000000004,2.9628390000000002,0.8695754551368328,0.1149326365528364,0.9,0.011487999999999943,-2.9628390000000002,0,0.198794,0,0,1
444,12,18,3.335622,0.72776,0.0,2.607861,0.1,0.936705,1.0,0.969388,0.0002,0.0,0,21.82,1,0,0,3.347586,3.291195,0.384747,0.1,3.1502966666666663,0.19781799999999997,0.923747,0.0,-0.011964000000000308,2.607862,0.811333135935397,0.21817813344013995,0.9,0.01670499999999997,-2.607862,0,0.031587,0,0,1
