timestep,hour_of_day,day,p_load_mw,p_solar_mw,p_battery_mw,p_grid_mw,soc,v_min,v_max,v_mean,line_loading_max,v_severity,n_buses_below_090,renewable_pct,converged,blackout,severity,p_load_lag_1h,p_load_lag_3h,p_solar_lag_1h,soc_lag_1h,load_rolling_avg_6h,solar_rolling_avg_6h,v_min_rolling_min_6h,soc_rate_of_change,load_rate_of_change,load_solar_diff,grid_stress_index,solar_load_ratio,soc_deficit,v_violation_margin,net_power_balance,is_night,blackout_prob_ml,blackout_pred_ml,in_test_window,prediction_correct
74,2,3,1.663073,0.0,0.0,1.663073,0.1,0.96278,1.0,0.977868,0.0001,0.0,0,0.0,1,0,0,1.725864,2.572758,0.0,0.1,2.422358,0.0,0.920842,0.0,-0.06279100000000004,1.663073,0.7825547779273218,0.0,0.9,0.04277999999999993,-1.663073,1,1e-06,0,0,1
75,3,3,1.636023,0.0,0.0,1.636023,0.1,0.963406,1.0,0.978239,0.0001,0.0,0,0.0,1,0,0,1.663073,2.037505,0.0,0.1,2.1270955,0.0,0.927808,0.0,-0.02705000000000002,1.636023,0.7801276805742486,0.0,0.9,0.043405999999999945,-1.636023,1,0.0,0,0,1
76,4,3,1.631353,0.09171,0.0,1.539643,0.1,0.966305,1.0,0.98021,0.0001,0.0,0,5.62,1,0,0,1.636023,1.725864,0.0,0.1,1.8777626666666665,0.015285,0.941324,0.0,-0.004669999999999952,1.539643,0.7644236585912966,0.05621710554545488,0.9,0.04630499999999993,-1.539643,1,0.0,0,0,1
77,5,3,1.854254,0.378035,0.0,1.476219,0.1,0.965406,1.0,0.982936,0.0001,0.0,0,20.39,1,0,0,1.631353,1.663073,0.09171,0.1,1.7580120000000001,0.07829083333333334,0.954051,0.0,0.22290100000000002,1.476219,0.7367029149842979,0.20387433227900154,0.9,0.045405999999999946,-1.476219,1,0.0,0,0,1
78,6,3,2.332264,0.251701,0.0,2.080563,0.1,0.952949,1.0,0.973866,0.0001,0.0,0,10.79,1,0,0,1.854254,1.636023,0.378035,0.1,1.8071385,0.120241,0.952949,0.0,0.4780099999999998,2.0805629999999997,0.8006486668909826,0.10792126966704041,0.9,0.032949000000000006,-2.0805629999999997,0,0.0,0,0,1
79,7,3,2.696723,0.256427,0.0,2.440296,0.1,0.944712,1.0,0.968876,0.0001,0.0,0,9.51,1,0,0,2.332264,1.631353,0.251701,0.1,1.9689483333333333,0.16297883333333332,0.944712,0.0,0.3644590000000001,2.440296,0.8325625704351727,0.09508833681162773,0.9,0.024711999999999956,-2.440296,0,1e-06,0,0,1
80,8,3,2.963017,0.505816,0.0,2.457201,0.1,0.942205,1.0,0.970231,0.0001,0.0,0,17.07,1,0,0,2.696723,1.854254,0.256427,0.1,2.1856056666666666,0.24728150000000002,0.942205,0.0,0.2662939999999998,2.4572009999999995,0.8148913216689099,0.1707097290667826,0.9,0.02220499999999992,-2.4572009999999995,0,2.9e-05,0,0,1
81,9,3,3.390638,0.983164,0.0,2.407474,0.1,0.938882,1.0,0.973465,0.0002,0.0,0,29.0,1,0,0,2.963017,2.332264,0.505816,0.1,2.4780415,0.41114216666666664,0.938882,0.0,0.42762100000000025,2.407474,0.7737021866307762,0.28996422208321204,0.9,0.018881999999999954,-2.407474,0,3.8e-05,0,0,1
82,10,3,3.433296,1.307552,0.0,2.125745,0.1,0.942047,1.010746,0.978713,0.0001,0.0,0,38.08,1,0,0,3.390638,2.696723,0.983164,0.1,2.7783653333333334,0.6137825,0.938882,0.0,0.04265799999999986,2.125744,0.7234650659488561,0.38084441864481866,0.9,0.022046999999999928,-2.125744,0,4.2e-05,0,0,1
83,11,3,3.433308,1.65424,0.0,1.779068,0.1,0.946205,1.031475,0.98459,0.0001,0.0,0,48.18,1,0,0,3.433296,2.963017,1.307552,0.1,3.041541,0.8264833333333333,0.938882,0.0,1.1999999999900979e-05,1.7790679999999999,0.6656848093315388,0.48182089057524385,0.9,0.026204999999999923,-1.7790679999999999,0,2e-06,0,0,1
84,12,3,3.4399,1.082675,0.0,2.357225,0.1,0.939046,1.0,0.974611,0.0002,0.0,0,31.47,1,0,0,3.433308,3.390638,1.65424,0.1,3.2261469999999997,0.964979,0.938882,0.0,0.006592000000000375,2.357225,0.7615371186630776,0.3147401625802603,0.9,0.019046000000000007,-2.357225,0,0.0,0,0,1
85,13,3,3.527405,1.194229,0.0,2.333176,0.1,0.938461,1.001649,0.975418,0.0002,0.0,0,33.86,1,0,0,3.4399,3.433296,1.082675,0.1,3.364594,1.1212793333333333,0.938461,0.0,0.08750499999999972,2.333176,0.7507962882458501,0.3385572854386481,0.9,0.01846099999999995,-2.333176,0,5.7e-05,0,0,1
86,14,3,3.493043,0.662397,0.0,2.830646,0.1,0.932115,1.0,0.965888,0.0002,0.0,0,18.96,1,0,0,3.527405,3.433308,1.194229,0.1,3.4529316666666667,1.1473761666666666,0.932115,0.0,-0.03436199999999978,2.830646,0.8363517786002692,0.18963316809063957,0.9,0.012114999999999987,-2.830646,0,0.000185,0,0,1
87,15,3,3.520432,0.226668,0.0,3.293764,0.1,0.924968,1.0,0.95644,0.0002,0.0,0,6.44,1,0,0,3.493043,3.4399,0.662397,0.1,3.4745639999999995,1.0212935,0.924968,0.0,0.027388999999999886,3.293764,0.9114307931807986,0.06438639792321002,0.9,0.0049679999999999724,-3.293764,0,0.023126,0,0,1
88,16,3,3.542908,0.02303,0.0,3.519878,0.1,0.919265,1.0,0.951556,0.0002,0.000735,2,0.65,1,1,3,3.520432,3.527405,0.226668,0.1,3.4928326666666667,0.8072064999999999,0.919265,0.0,0.022476000000000163,3.5198780000000003,0.9473871489457156,0.006500308080168019,0.9,-0.0007350000000000412,-3.5198780000000003,0,0.836426,1,0,1
89,17,3,3.616286,0.0,0.0,3.616286,0.1,0.915593,1.0,0.949933,0.0002,0.004407,6,0.0,1,1,3,3.542908,3.493043,0.02303,0.1,3.523329,0.5314998333333334,0.915593,0.0,0.07337799999999994,3.616286,0.9578094212651412,0.0,0.9,-0.00440700000000005,-3.616286,0,0.984696,1,0,1
90,18,3,3.701071,0.0,0.0,3.701071,0.1,0.913444,1.0,0.948665,0.0002,0.006556,8,0.0,1,1,3,3.616286,3.520432,0.0,0.1,3.5668575000000007,0.351054,0.913444,0.0,0.08478500000000011,3.701071,0.9654168685509198,0.0,0.9,-0.006556000000000006,-3.701071,0,0.99008,1,0,1
91,19,3,3.61808,0.0,0.0,3.61808,0.1,0.915547,1.0,0.949907,0.0002,0.004453,6,0.0,1,1,3,3.701071,3.542908,0.0,0.1,3.58197,0.15201583333333332,0.913444,0.0,-0.08299100000000026,3.61808,0.9579703903095559,0.0,0.9,-0.00445300000000004,-3.61808,0,0.992401,1,0,1
92,20,3,3.55405,0.0,0.0,3.55405,0.1,0.917164,1.0,0.950861,0.0002,0.002836,3,0.0,1,1,3,3.61808,3.616286,0.0,0.1,3.5921378333333336,0.04161633333333333,0.913444,0.0,-0.06402999999999981,3.55405,0.9522252131000449,0.0,0.9,-0.0028360000000000607,-3.55405,0,0.960486,1,0,1
93,21,3,3.44104,0.0,0.0,3.44104,0.1,0.920004,1.0,0.952539,0.0002,0.0,0,0.0,1,0,0,3.55405,3.701071,0.0,0.1,3.5789058333333337,0.003838333333333333,0.913444,0.0,-0.11301000000000005,3.44104,0.9420852400179452,0.0,0.9,4.000000000004e-06,-3.44104,1,0.90859,1,0,0
94,22,3,3.153385,0.0,0.0,3.153385,0.1,0.927165,1.0,0.95677,0.0002,0.0,0,0.0,1,0,0,3.44104,3.61808,0.0,0.1,3.5139853333333337,0.0,0.913444,0.0,-0.287655,3.153385,0.9162750112157919,0.0,0.9,0.007164999999999977,-3.153385,1,0.274205,0,0,1
95,23,3,2.633583,0.0,0.0,2.633583,0.1,0.939858,1.0,0.96428,0.0001,0.0,0,0.0,1,0,0,3.153385,3.55405,0.0,0.1,3.3502015000000003,0.0,0.913444,0.0,-0.5198020000000003,2.633583,0.8696350829968597,0.0,0.9,0.01985799999999993,-2.633583,1,0.012761,0,0,1
96,0,4,2.071245,0.0,0.0,2.071245,0.1,0.953257,1.0,0.972219,0.0001,0.0,0,0.0,1,0,0,2.633583,3.44104,0.0,0.1,3.0785638333333334,0.0,0.915547,0.0,-0.562338,2.071245,0.8191785554060117,0.0,0.9,0.03325699999999998,-2.071245,1,4.5e-05,0,0,1
97,1,4,1.775351,0.0,0.0,1.775351,0.1,0.960177,1.0,0.976323,0.0001,0.0,0,0.0,1,0,0,2.071245,3.153385,0.0,0.1,2.7714423333333333,0.0,0.917164,0.0,-0.2958939999999999,1.775351,0.7926290713324361,0.0,0.9,0.04017699999999991,-1.775351,1,3.7e-05,0,0,1
98,2,4,1.713693,0.0,0.0,1.713693,0.1,0.961608,1.0,0.977173,0.0001,0.0,0,0.0,1,0,0,1.775351,2.633583,0.0,0.1,2.464716166666667,0.0,0.920004,0.0,-0.06165799999999999,1.713693,0.7870967249887841,0.0,0.9,0.04160799999999998,-1.713693,1,1e-06,0,0,1
99,3,4,1.698418,0.0,0.0,1.698418,0.1,0.961962,1.0,0.977383,0.0001,0.0,0,0.0,1,0,0,1.713693,2.071245,0.0,0.1,2.1742791666666665,0.0,0.927165,0.0,-0.015274999999999928,1.698418,0.785726155226559,0.0,0.9,0.041961999999999944,-1.698418,1,0.0,0,0,1
100,4,4,1.704647,0.038856,0.0,1.665791,0.1,0.963914,1.0,0.978112,0.0001,0.0,0,2.28,1,0,0,1.698418,1.775351,0.0,0.1,1.932822833333333,0.006476,0.939858,0.0,0.00622900000000004,1.665791,0.779809060565276,0.02279414870401397,0.9,0.04391400000000001,-1.665791,1,0.0,0,0,1
101,5,4,1.878096,0.436007,0.0,1.442089,0.1,0.96567,1.0,0.983744,0.0001,0.0,0,23.22,1,0,0,1.704647,1.713693,0.038856,0.1,1.8069083333333331,0.07914383333333333,0.953257,0.0,0.17344899999999996,1.442089,0.72918017025572,0.23215361080923935,0.9,0.04566999999999999,-1.442089,1,0.0,0,0,1
102,6,4,2.377723,0.504134,0.0,1.87359,0.1,0.955486,1.0,0.978291,0.0001,0.0,0,21.2,1,0,0,1.878096,1.698418,0.436007,0.1,1.857988,0.16316616666666664,0.955486,0.0,0.49962700000000004,1.873589,0.7626553696724989,0.21202376726651198,0.9,0.035485999999999907,-1.873589,0,0.0,0,0,1
103,7,4,2.713905,1.067675,0.0,1.64623,0.1,0.95534,1.011476,0.984227,0.0001,0.0,0,39.34,1,0,0,2.377723,1.704647,0.504134,0.1,2.0144136666666665,0.341112,0.95534,0.0,0.336182,1.64623,0.6988962483176313,0.3934089832145991,0.9,0.03533999999999993,-1.64623,0,0.0,0,0,1
104,8,4,2.926773,1.166958,0.0,1.759815,0.1,0.951801,1.013054,0.983118,0.0001,0.0,0,39.87,1,0,0,2.713905,1.878096,1.067675,0.1,2.216593666666667,0.535605,0.951801,0.0,0.21286799999999984,1.759815,0.7014489470614625,0.3987181791282825,0.9,0.03180099999999997,-1.759815,0,0.0,0,0,1
105,9,4,3.367166,1.135748,0.0,2.231418,0.1,0.941402,1.001501,0.976573,0.0001,0.0,0,33.73,1,0,0,2.926773,2.377723,1.166958,0.1,2.494718333333333,0.7248963333333333,0.941402,0.0,0.44039300000000026,2.231418,0.7461654634365186,0.33730076352019367,0.9,0.02140199999999992,-2.231418,0,0.0,0,0,1
106,10,4,3.454437,1.676451,0.0,1.777986,0.1,0.945983,1.032319,0.984671,0.0001,0.0,0,48.53,1,0,0,3.367166,2.713905,1.135748,0.1,2.78635,0.9978288333333333,0.941402,0.0,0.08727099999999988,1.777986,0.6638788037236428,0.4853035428628332,0.9,0.02598299999999998,-1.777986,0,5e-06,0,0,1
107,11,4,3.43905,1.386227,0.0,2.052823,0.1,0.942884,1.015424,0.98,0.0001,0.0,0,40.31,1,0,0,3.454437,2.926773,1.676451,0.1,3.0465090000000004,1.1561988333333333,0.941402,0.0,-0.01538700000000004,2.052823,0.7108688512786002,0.4030841647884838,0.9,0.022884000000000015,-2.052823,0,0.0,0,0,1
108,12,4,3.487532,1.511502,0.0,1.976029,0.1,0.94329,1.021912,0.981479,0.0001,0.0,0,43.34,1,0,0,3.43905,3.367166,1.386227,0.1,3.2314771666666666,1.3240935,0.941402,0.0,0.048481999999999914,1.97603,0.694339796769852,0.4334014903944995,0.9,0.023289999999999922,-1.97603,0,1e-06,0,0,1
109,13,4,3.487607,1.000779,0.0,2.486827,0.1,0.936873,1.0,0.972446,0.0002,0.0,0,28.7,1,0,0,3.487532,3.454437,1.511502,0.1,3.3604275,1.3129441666666666,0.936873,0.0,7.50000000002693e-05,2.486828,0.7794670262449529,0.28695283414879197,0.9,0.016872999999999916,-2.486828,0,4e-06,0,0,1
110,14,4,3.446753,0.734534,0.0,2.712218,0.1,0.934212,1.0,0.967959,0.0002,0.0,0,21.31,1,0,0,3.487607,3.43905,1.000779,0.1,3.4470908333333337,1.2408735,0.934212,0.0,-0.040853999999999946,2.712219,0.8201755132346343,0.21310891348787872,0.9,0.014212000000000002,-2.712219,0,0.000656,0,0,1
111,15,4,3.510548,0.202197,0.0,3.308351,0.1,0.92482,1.0,0.95605,0.0002,0.0,0,5.76,1,0,0,3.446753,3.487532,0.734534,0.1,3.4709878333333335,1.0852816666666667,0.92482,0.0,0.06379499999999982,3.308351,0.9146224380888291,0.05759697414848788,0.9,0.0048199999999999354,-3.308351,0,0.012499,0,0,1
112,16,4,3.530676,3.2e-05,0.0,3.530645,0.1,0.917755,1.0,0.95121,0.0002,0.002245,2,0.0,1,1,3,3.510548,3.487607,0.202197,0.1,3.4836943333333337,0.8058784999999999,0.917755,0.0,0.020128000000000146,3.530644,0.9501226164199194,9.063417582520292e-06,0.9,-0.0022450000000000525,-3.530644,0,0.877429,1,0,1
113,17,4,3.573803,0.0,0.0,3.573803,0.1,0.916666,1.0,0.950567,0.0002,0.003334,3,0.0,1,1,3,3.530676,3.446753,3.2e-05,0.1,3.506153166666666,0.5748406666666667,0.916666,0.0,0.04312699999999969,3.573803,0.9539975773889636,0.0,0.9,-0.003334000000000059,-3.573803,0,0.985905,1,0,1
114,18,4,3.674596,0.0,0.0,3.674596,0.1,0.914116,1.0,0.949062,0.0002,0.005884,8,0.0,1,1,3,3.573803,3.510548,0.0,0.1,3.5373305,0.32292366666666666,0.914116,0.0,0.10079300000000035,3.674596,0.9630413638402872,0.0,0.9,-0.005884,-3.674596,0,0.985285,1,0,1
115,19,4,3.670622,0.0,0.0,3.670622,0.1,0.914217,1.0,0.949121,0.0002,0.005783,8,0.0,1,1,3,3.674596,3.530676,0.0,0.1,3.5678330000000003,0.15612716666666668,0.914116,0.0,-0.003974000000000366,3.670622,0.9626847913862718,0.0,0.9,-0.005783000000000094,-3.670622,0,0.989357,1,0,1
116,20,4,3.578065,0.0,0.0,3.578065,0.1,0.916558,1.0,0.950503,0.0002,0.003442,4,0.0,1,1,3,3.670622,3.573803,0.0,0.1,3.5897183333333333,0.03370483333333333,0.914116,0.0,-0.09255699999999978,3.578065,0.9543799910273666,0.0,0.9,-0.003442000000000056,-3.578065,0,0.97732,1,0,1
117,21,4,3.460031,0.0,0.0,3.460031,0.1,0.919528,1.0,0.952258,0.0002,0.000472,1,0.0,1,1,1,3.578065,3.674596,0.0,0.1,3.5812988333333333,5.333333333333333e-06,0.914116,0.0,-0.1180340000000002,3.460031,0.9437892328398384,0.0,0.9,-0.00047200000000002795,-3.460031,1,0.914004,1,0,1
118,22,4,3.188003,0.0,0.0,3.188003,0.1,0.926308,1.0,0.956264,0.0002,0.0,0,0.0,1,0,0,3.460031,3.670622,0.0,0.1,3.5241866666666666,0.0,0.914116,0.0,-0.2720279999999997,3.188003,0.9193811574697174,0.0,0.9,0.00630799999999998,-3.188003,1,0.296423,0,0,1
119,23,4,2.638852,0.0,0.0,2.638852,0.1,0.939731,1.0,0.964205,0.0001,0.0,0,0.0,1,0,0,3.188003,3.578065,0.0,0.1,3.3683615000000002,0.0,0.914116,0.0,-0.5491510000000002,2.638852,0.8701078510542845,0.0,0.9,0.019730999999999943,-2.638852,1,0.019776,0,0,1
120,0,5,2.088479,0.0,0.0,2.088479,0.1,0.952852,1.0,0.971979,0.0001,0.0,0,0.0,1,0,0,2.638852,3.460031,0.0,0.1,3.1040086666666666,0.0,0.914217,0.0,-0.550373,2.088479,0.8207248990578734,0.0,0.9,0.03285199999999999,-2.088479,1,4.8e-05,0,0,1
121,1,5,1.773636,0.0,0.0,1.773636,0.1,0.960217,1.0,0.976347,0.0001,0.0,0,0.0,1,0,0,2.088479,3.188003,0.0,0.1,2.7878443333333336,0.0,0.916558,0.0,-0.314843,1.773636,0.7924751906684612,0.0,0.9,0.04021699999999995,-1.773636,1,4.8e-05,0,0,1
122,2,5,1.707563,0.0,0.0,1.707563,0.1,0.96175,1.0,0.977257,0.0001,0.0,0,0.0,1,0,0,1.773636,2.638852,0.0,0.1,2.476094,0.0,0.919528,0.0,-0.06607300000000005,1.707563,0.7865467025572005,0.0,0.9,0.041749999999999954,-1.707563,1,1e-06,0,0,1
123,3,5,1.697049,0.0,0.0,1.697049,0.1,0.961994,1.0,0.977401,0.0001,0.0,0,0.0,1,0,0,1.707563,2.088479,0.0,0.1,2.182263666666667,0.0,0.926308,0.0,-0.010513999999999912,1.697049,0.7856033198743831,0.0,0.9,0.041993999999999976,-1.697049,1,0.0,0,0,1
124,4,5,1.697687,0.086159,0.0,1.611528,0.1,0.964757,1.0,0.97919,0.0001,0.0,0,5.08,1,0,0,1.697049,1.773636,0.0,0.1,1.9338776666666666,0.014359833333333334,0.939731,0.0,0.0006379999999999164,1.6115279999999998,0.7713007319425751,0.05075078577453573,0.9,0.044756999999999936,-1.6115279999999998,1,0.0,0,0,1
125,5,5,1.874291,0.468624,0.0,1.405667,0.1,0.966195,1.0,0.984425,0.0001,0.0,0,25.0,1,0,0,1.697687,1.707563,0.086159,0.1,1.8064508333333336,0.09246383333333334,0.952852,0.0,0.17660399999999998,1.405667,0.723402594885599,0.2500272102745997,0.9,0.046194999999999986,-1.405667,1,0.0,0,0,1
126,6,5,2.457314,0.981888,0.0,1.475427,0.1,0.959981,1.011634,0.986136,0.0001,0.0,0,39.96,1,0,0,1.874291,1.697049,0.468624,0.1,1.8679233333333336,0.2561118333333333,0.959981,0.0,0.5830230000000003,1.4754260000000001,0.6901711117092867,0.3995775877329524,0.9,0.03998099999999993,-1.4754260000000001,0,0.0,0,0,1
127,7,5,2.763045,1.361046,0.0,1.401999,0.1,0.957815,1.028355,0.988655,0.0001,0.0,0,49.26,1,0,0,2.457314,1.697687,0.981888,0.1,2.032824833333333,0.48295283333333333,0.957815,0.0,0.30573099999999975,1.401999,0.6544102337371019,0.49258897607929797,0.9,0.03781499999999993,-1.401999,0,0.0,0,0,1
128,8,5,3.007264,1.697064,0.0,1.3102,0.1,0.956269,1.042884,0.990966,0.0001,0.0,0,56.43,1,0,0,2.763045,1.874291,1.361046,0.1,2.249441666666667,0.7657968333333333,0.956269,0.0,0.24421900000000019,1.3102000000000003,0.6203201094661284,0.5643214016722835,0.9,0.036268999999999996,-1.3102000000000003,0,0.0,0,0,1
129,9,5,3.414992,1.899008,0.0,1.515984,0.1,0.949397,1.045855,0.988781,0.0001,0.0,0,55.61,1,0,0,3.007264,2.457314,1.697064,0.1,2.5357654999999997,1.0822981666666667,0.949397,0.0,0.40772799999999965,1.5159839999999998,0.6232467151188874,0.5560796171470923,0.9,0.029397000000000006,-1.5159839999999998,0,0.0,0,0,1
130,10,5,3.461433,2.0,0.0,1.461433,0.1,0.949463,1.050527,0.989747,0.0001,0.0,0,57.78,1,0,0,3.414992,2.763045,1.899008,0.1,2.829723166666667,1.4012716666666665,0.949397,0.0,0.04644100000000018,1.461433,0.6105816958277255,0.5777952143533576,0.9,0.029462999999999906,-1.461433,0,0.0,0,0,1
131,11,5,3.476115,1.863505,0.0,1.61261,0.1,0.947622,1.04258,0.987403,0.0001,0.0,0,53.61,1,0,0,3.461433,3.007264,2.0,0.1,3.096693833333333,1.6337518333333332,0.947622,0.0,0.014682000000000084,1.61261,0.6346482245401526,0.536088266329432,0.9,0.027621999999999924,-1.61261,0,0.0,0,0,1
132,12,5,3.523311,0.267915,0.0,3.255396,0.1,0.925544,1.0,0.957294,0.0002,0.0,0,7.6,1,0,0,3.476115,3.414992,1.863505,0.1,3.2743599999999997,1.5147563333333334,0.925544,0.0,0.047196000000000016,3.255396,0.9048146152983402,0.07604066855277081,0.9,0.005543999999999993,-3.255396,0,0.0,0,0,1
133,13,5,3.48883,0.048321,0.0,3.440509,0.1,0.922604,1.0,0.952935,0.0002,0.0,0,1.39,1,0,0,3.523311,3.461433,0.267915,0.1,3.3953241666666667,1.2959688333333332,0.922604,0.0,-0.034480999999999984,3.440509,0.9383197615522656,0.013850197960290998,0.9,0.0026039999999999397,-3.440509,0,0.664485,1,0,0
134,14,5,3.50008,0.0,0.0,3.50008,0.1,0.918522,1.0,0.951664,0.0002,0.001478,2,0.0,1,1,3,3.48883,3.476115,0.048321,0.1,3.4774601666666665,1.0131248333333334,0.918522,0.0,0.011249999999999982,3.50008,0.9473826828174069,0.0,0.9,-0.0014780000000000904,-3.50008,0,0.992195,1,0,1
135,15,5,3.498641,0.0,0.0,3.498641,0.1,0.918559,1.0,0.951685,0.0002,0.001441,2,0.0,1,1,1,3.50008,3.523311,0.0,0.1,3.4914016666666665,0.6966235,0.918522,0.0,-0.001438999999999968,3.498641,0.9472535666218035,0.0,0.9,-0.0014410000000000256,-3.498641,0,0.99434,1,0,1
136,16,5,3.558604,0.0,0.0,3.558604,0.1,0.917049,1.0,0.950793,0.0002,0.002951,3,0.0,1,1,3,3.498641,3.48883,0.0,0.1,3.507596833333334,0.36329016666666664,0.917049,0.0,0.059962999999999766,3.558604,0.952633826828174,0.0,0.9,-0.002951000000000037,-3.558604,0,0.987076,1,0,1
137,17,5,3.611878,0.0,0.0,3.611878,0.1,0.915704,1.0,0.949999,0.0002,0.004296,6,0.0,1,1,3,3.558604,3.50008,0.0,0.1,3.530224,0.052706,0.915704,0.0,0.053274000000000044,3.611878,0.9574139075818753,0.0,0.9,-0.0042960000000000775,-3.611878,0,0.980485,1,0,1
138,18,5,3.715,0.548557,0.0,3.166443,0.1,0.925228,1.0,0.960424,0.0002,0.0,0,14.77,1,0,0,3.611878,3.498641,0.0,0.1,3.5621721666666666,0.09947966666666667,0.915704,0.0,0.10312199999999994,3.166443,0.8752405,0.14765998717093212,0.9,0.00522800000000001,-3.166443,0,0.969629,1,0,0
139,19,5,3.669953,0.945642,0.0,2.72431,0.1,0.931891,1.0,0.968869,0.0002,0.0,0,25.77,1,0,0,3.715,3.558604,0.548557,0.1,3.592359333333333,0.24903316666666667,0.915704,0.0,-0.04504699999999984,2.724311,0.8050177644683715,0.2576713495591498,0.9,0.011890999999999985,-2.724311,0,0.199924,0,0,1
140,20,5,3.561174,1.447425,0.0,2.113749,0.1,0.940833,1.016486,0.979388,0.0001,0.0,0,40.64,1,0,0,3.669953,3.611878,0.945642,0.1,3.6025416666666668,0.4902706666666667,0.915704,0.0,-0.10877900000000018,2.113749,0.7116269235082996,0.4064459061966907,0.9,0.02083299999999999,-2.113749,0,0.000987,0,0,1
141,21,5,3.458429,1.312549,0.0,2.14588,0.1,0.941534,1.010506,0.978457,0.0001,0.0,0,37.95,1,0,0,3.561174,3.715,1.447425,0.1,3.5958396666666665,0.7090288333333333,0.915704,0.0,-0.10274499999999964,2.14588,0.7248873245850157,0.3795216326483404,0.9,0.021533999999999942,-2.14588,1,1e-06,0,0,1
142,22,5,3.176929,1.866196,0.0,1.310733,0.1,0.954374,1.048949,0.99142,0.0001,0.0,0,58.74,1,0,0,3.458429,3.669953,1.312549,0.1,3.5322271666666665,1.0200615,0.915704,0.0,-0.2815000000000003,1.310733,0.6073548613728129,0.587421189639054,0.9,0.034373999999999905,-1.310733,1,0.0,0,0,1
143,23,5,2.634365,1.56502,0.0,1.069345,0.1,0.963026,1.04303,0.993735,0.0001,0.0,0,59.41,1,0,0,3.176929,3.561174,1.866196,0.1,3.369308333333333,1.2808981666666666,0.925228,0.0,-0.542564,1.0693449999999998,0.608868582323912,0.5940784234233208,0.9,0.04302600000000001,-1.0693449999999998,1,0.0,0,0,1
144,0,6,2.094018,1.744501,0.0,0.349516,0.1,0.976742,1.064214,1.003577,0.0001,0.0,0,83.31,1,0,0,2.634365,3.458429,1.56502,0.1,3.099144666666667,1.4802221666666666,0.931891,0.0,-0.5403469999999997,0.3495170000000001,0.5304717265589951,0.8330874743734417,0.9,0.05674199999999996,-0.3495170000000001,1,0.0,0,0,1
145,1,6,1.79063,1.322399,0.0,0.468232,0.1,0.978577,1.046296,1.00071,0.0001,0.0,0,73.85,1,0,0,2.094018,3.176929,1.744501,0.1,2.7859241666666663,1.5430149999999998,0.940833,0.0,-0.3033880000000002,0.46823099999999984,0.5736001666666667,0.7385100559523432,0.9,0.05857699999999999,-0.46823099999999984,1,0.0,0,0,1
146,2,6,1.723342,1.10061,0.0,0.622733,0.1,0.977446,1.034491,0.99786,0.0001,0.0,0,63.86,1,0,0,1.79063,2.634365,1.322399,0.1,2.4796188333333333,1.4852125,0.941534,0.0,-0.06728800000000001,0.6227319999999998,0.6045274943921041,0.6386482551645263,0.9,0.057446,-0.6227319999999998,1,0.0,0,0,1
147,3,6,1.715977,0.55872,0.0,1.157257,0.1,0.970861,1.00043,0.988255,0.0001,0.0,0,32.56,1,0,0,1.723342,2.094018,1.10061,0.1,2.189210166666667,1.3595743333333334,0.954374,0.0,-0.007364999999999844,1.157257,0.6941816599371915,0.325598579935174,0.9,0.050860999999999934,-1.157257,1,0.0,0,0,1
148,4,6,1.682801,0.111234,0.0,1.571567,0.1,0.965448,1.0,0.97991,0.0001,0.0,0,6.61,1,0,0,1.715977,1.79063,0.55872,0.1,1.9401888333333333,1.0670806666666668,0.963026,0.0,-0.033176000000000094,1.571567,0.7657858990578735,0.06610046814776784,0.9,0.04544799999999993,-1.571567,1,0.0,0,0,1
149,5,6,1.891564,0.0152,0.0,1.876364,0.1,0.958592,1.0,0.97504,0.0001,0.0,0,0.8,1,0,0,1.682801,1.723342,0.111234,0.1,1.8163886666666667,0.8087773333333335,0.958592,0.0,0.20876300000000003,1.876364,0.8005231045311798,0.008035674163985906,0.9,0.03859199999999996,-1.876364,1,0.0,0,0,1
150,6,6,2.422778,0.0,0.0,2.422778,0.1,0.94492,1.0,0.967278,0.0001,0.0,0,0.0,1,0,0,1.891564,1.715977,0.0152,0.1,1.871182,0.5180271666666666,0.94492,0.0,0.5312140000000001,2.422778,0.8507203230148049,0.0,0.9,0.024919999999999942,-2.422778,0,0.0,0,0,1
151,7,6,2.765184,0.0,0.0,2.765184,0.1,0.936673,1.0,0.962395,0.0002,0.0,0,0.0,1,0,0,2.422778,1.682801,0.0,0.1,2.0336076666666667,0.29762733333333335,0.936673,0.0,0.342406,2.765184,0.8814431583669807,0.0,0.9,0.016672999999999938,-2.765184,0,0.000219,0,0,1
152,8,6,2.954875,0.0,0.0,2.954875,0.1,0.932049,1.0,0.959659,0.0002,0.0,0,0.0,1,0,0,2.765184,1.891564,0.0,0.1,2.238863166666667,0.11419233333333334,0.932049,0.0,0.18969099999999983,2.954875,0.8984634365186182,0.0,0.9,0.012048999999999976,-2.954875,0,0.001969,0,0,1
153,9,6,3.353052,0.0,0.0,3.353052,0.1,0.922205,1.0,0.953839,0.0002,0.0,0,0.0,1,0,0,2.954875,2.422778,0.0,0.1,2.511709,0.021072333333333332,0.922205,0.0,0.398177,3.353052,0.9341903992821893,0.0,0.9,0.0022050000000000125,-3.353052,0,0.008363,0,0,1
